0,0
-2.29558902,9.34492743
37.96044534,10.52748113
104.8803156,40.79643271
34.87547408,49.39338706
72.2730557,-22.12597197
37.96044534,10.52748113
-22.65018843,5.664214988
3.945981107,5.983973087
-25.9142692,11.49322861
-22.65018843,5.664214988
1.51872347,-2.657344206
161.2218496,-45.09377975
1.51872347,-2.657344206
-66.62500781,8.331642466
3.906104216,102.6922638
-74.8067598,78.11627002
-66.62500781,8.331642466
-124.6563543,98.89650119
-167.2952275,130.998021
-141.7931625,12.9983491
-125.4281217,99.74295034
-124.6563543,98.89650119
-23.47198706,100.9315673
-36.03119504,17.68832403
81.44796524,-72.98356269
78.43907979,-79.68707415
111.6415965,-74.6742419
22.95550005,-97.57331324
83.89069796,-85.04291195
81.44796524,-72.98356269
88.12008831,-47.30104661
-30.3462822,-20.94142786
88.12008831,-47.30104661
62.63916711,24.06471872
56.81520945,21.09650168
70.64433003,107.7126432
112.3820817,37.22276683
62.63916711,24.06471872
17.42714751,0.532743533
-13.24391645,-5.090642629
17.90626811,0.62934873
25.14913655,4.522644218
17.42714751,0.532743533
-51.00504031,-42.4373751
-52.88841291,114.9440215
-58.72606371,15.84998044
-78.82244094,123.03908
-52.88841291,114.9440215
-101.9684422,81.99974637
0,0
